Property_ID,Deal_ID,Property_Name,Address,City,State,Asset_Type,Property_Condition,Appraised_Value,Property_Loan,Property_LTV,Cap_Rate,Total_Area_SF
HRE-2024-259-P1,HRE-2024-259,118 Douglas Ridges (Senior Housing),118 Douglas Ridges,Lake John,WA,Senior Housing,Stabilized,16300000,7570000,0.4643,0.0813,69134
HRE-2024-260-P1,HRE-2024-260,893 Mccormick Islands (Medical Office),893 Mccormick Islands,Gibsonmouth,WA,Medical Office,Stabilized,13000000,6530000,0.5026,0.0589,34024
HRE-2024-261-P1,HRE-2024-261,387 Mueller Mews (Skilled Nursing),387 Mueller Mews,New Stephanie,TX,Skilled Nursing,Below-Market,9800000,7540000,0.7696,0.1375,64263
HRE-2024-262-P1,HRE-2024-262,610 Jodi Station (Medical Office),610 Jodi Station,West Juliefurt,WA,Medical Office,Stabilized,41500000,21300000,0.5132,0.0658,119048
HRE-2024-263-P1,HRE-2024-263,8 Christopher Viaduct (Senior Housing),8 Christopher Viaduct,Mooreport,NY,Senior Housing,Lease-Up,22200000,14970000,0.6745,0.1428,208181
HRE-2024-264-P1,HRE-2024-264,849 Katherine Shore (Senior Housing),849 Katherine Shore,Elizabethchester,WI,Senior Housing,Lease-Up,47300000,29920000,0.6326,0.1719,1416181
HRE-2024-265-P1,HRE-2024-265,586 Gilbert Mission (Senior Housing),586 Gilbert Mission,New Saraside,OH,Senior Housing,Stabilized,5720000,2970000,0.5198,0.0736,19938
HRE-2024-265-P2,HRE-2024-265,744 Hudson Springs (Senior Housing),744 Hudson Springs,Lake Larry,FL,Senior Housing,Stabilized,8300000,4190000,0.5043,0.0761,26758
HRE-2024-265-P3,HRE-2024-265,96 Mooney Prairie (Senior Housing),96 Mooney Prairie,South Matthew,WI,Senior Housing,Stabilized,13710000,6860000,0.5007,0.0735,57575
HRE-2024-265-P4,HRE-2024-265,649 Abbott Walk (Senior Housing),649 Abbott Walk,Cassandraton,CA,Senior Housing,Stabilized,1400000,730000,0.5209,0.0732,4201
HRE-2024-265-P5,HRE-2024-265,356 Aaron Points (Senior Housing),356 Aaron Points,Loriport,WA,Senior Housing,Stabilized,2670000,1400000,0.5235,0.076,9291
HRE-2024-266-P1,HRE-2024-266,447 Joe Squares (Skilled Nursing),447 Joe Squares,New David,FL,Skilled Nursing,Stabilized,4390000,2320000,0.528,0.104,12510
HRE-2024-266-P2,HRE-2024-266,814 Graham Forest (Skilled Nursing),814 Graham Forest,South Christineshire,IL,Skilled Nursing,Stabilized,66250000,36070000,0.5444,0.1059,220657
HRE-2024-266-P3,HRE-2024-266,205 Larsen Drives (Skilled Nursing),205 Larsen Drives,Lake Amberstad,NC,Skilled Nursing,Stabilized,6430000,3430000,0.5342,0.1064,18619
HRE-2024-266-P4,HRE-2024-266,847 Alexander Rue (Skilled Nursing),847 Alexander Rue,North Marcberg,MN,Skilled Nursing,Stabilized,82320000,42420000,0.5153,0.1071,211924
HRE-2024-267-P1,HRE-2024-267,699 Proctor Dale (Senior Housing),699 Proctor Dale,Morganchester,WI,Senior Housing,Stabilized,2740000,1790000,0.655,0.0924,10522
HRE-2024-267-P2,HRE-2024-267,176 English Square (Senior Housing),176 English Square,West Brandon,MA,Senior Housing,Stabilized,4000000,2550000,0.638,0.089,15753
HRE-2024-267-P3,HRE-2024-267,38 Arnold Mission (Senior Housing),38 Arnold Mission,West Matthew,GA,Senior Housing,Stabilized,1000000,610000,0.6096,0.0931,3659
HRE-2024-267-P4,HRE-2024-267,410 Becky Vista (Senior Housing),410 Becky Vista,New Jeffrey,FL,Senior Housing,Stabilized,24770000,16160000,0.6526,0.0928,131067
HRE-2024-267-P5,HRE-2024-267,106 Johnson Camp (Senior Housing),106 Johnson Camp,Gilmorefort,VA,Senior Housing,Stabilized,7230000,4550000,0.6291,0.0911,36817
HRE-2024-267-P6,HRE-2024-267,196 Douglas Street (Senior Housing),196 Douglas Street,Johnfurt,IL,Senior Housing,Transitional,3270000,2280000,0.6982,0.1097,18570
HRE-2024-267-P7,HRE-2024-267,277 Black Pike (Senior Housing),277 Black Pike,Marcusbury,AZ,Senior Housing,Stabilized,4530000,2870000,0.6333,0.0894,16913
HRE-2024-267-P8,HRE-2024-267,535 Gabriella Plains (Senior Housing),535 Gabriella Plains,Stevenland,NY,Senior Housing,Stabilized,5310000,3400000,0.6406,0.0926,21805
HRE-2024-267-P9,HRE-2024-267,676 Taylor Passage (Senior Housing),676 Taylor Passage,Lake Roymouth,NC,Senior Housing,Stabilized,8230000,5370000,0.653,0.0912,31986
HRE-2024-268-P1,HRE-2024-268,526 Yu Union (Senior Housing),526 Yu Union,Lake Richard,AZ,Senior Housing,Stabilized,28500000,12700000,0.4455,0.0807,117144
HRE-2024-269-P1,HRE-2024-269,379 Acosta Port (Skilled Nursing),379 Acosta Port,North Jorge,NC,Skilled Nursing,Stabilized,24840000,11460000,0.4612,0.1054,91112
HRE-2024-269-P2,HRE-2024-269,532 Ashley Shoals (Skilled Nursing),532 Ashley Shoals,Shawhaven,NY,Skilled Nursing,Stabilized,5780000,2690000,0.4662,0.1049,17994
HRE-2024-269-P3,HRE-2024-269,545 Washington Crossroad (Skilled Nursing),545 Washington Crossroad,North Kristinbury,MN,Skilled Nursing,Stabilized,1340000,600000,0.4447,0.1032,4779
HRE-2024-269-P4,HRE-2024-269,211 Hill Glens (Skilled Nursing),211 Hill Glens,New David,FL,Skilled Nursing,Stabilized,8210000,4010000,0.4881,0.104,28197
HRE-2024-269-P5,HRE-2024-269,175 Renee Streets (Skilled Nursing),175 Renee Streets,Ashleyton,NJ,Skilled Nursing,Stabilized,3030000,1430000,0.4731,0.1029,9731
HRE-2024-270-P1,HRE-2024-270,581 Jose Squares (Senior Housing),581 Jose Squares,North Scott,TN,Senior Housing,Lease-Up,17800000,12720000,0.7144,0.1687,246832
HRE-2024-271-P1,HRE-2024-271,277 Matthew Corner (Medical Office),277 Matthew Corner,Elizabethstad,MA,Medical Office,Below-Market,27100000,19060000,0.7034,0.0897,160234
HRE-2024-272-P1,HRE-2024-272,639 Jason Street (Skilled Nursing),639 Jason Street,West Scottchester,MO,Skilled Nursing,Stabilized,1000000,600000,0.5989,0.1134,3086
HRE-2024-272-P2,HRE-2024-272,441 Brian Mountain (Skilled Nursing),441 Brian Mountain,North Richardmouth,NY,Skilled Nursing,Stabilized,1260000,720000,0.5702,0.114,4409
HRE-2024-272-P3,HRE-2024-272,977 Noah Squares (Skilled Nursing),977 Noah Squares,Cantuport,WA,Skilled Nursing,Stabilized,28530000,17330000,0.6075,0.116,114679
HRE-2024-272-P4,HRE-2024-272,255 Smith Union (Skilled Nursing),255 Smith Union,North Markton,CO,Skilled Nursing,Stabilized,6890000,3960000,0.5754,0.1121,19419
HRE-2024-273-P1,HRE-2024-273,453 Connor Place (Senior Housing),453 Connor Place,South Jason,AZ,Senior Housing,Stabilized,16400000,11340000,0.6915,0.0956,64930
HRE-2024-274-P1,HRE-2024-274,342 Rogers Grove (Senior Housing),342 Rogers Grove,Port Jacquelineside,WI,Senior Housing,Below-Market,2410000,1790000,0.7439,0.1194,17305
HRE-2024-274-P2,HRE-2024-274,529 Murray Spring (Senior Housing),529 Murray Spring,New Deborahtown,AZ,Senior Housing,Stabilized,2620000,1830000,0.6972,0.1173,16206
HRE-2024-274-P3,HRE-2024-274,825 Byrd Falls (Senior Housing),825 Byrd Falls,South Noah,TX,Senior Housing,Below-Market,1000000,720000,0.7231,0.1219,7002
HRE-2024-274-P4,HRE-2024-274,26 Alexander Courts (Senior Housing),26 Alexander Courts,Brownhaven,VA,Senior Housing,Below-Market,1000000,720000,0.7189,0.1199,6993
HRE-2024-274-P5,HRE-2024-274,842 King Bypass (Senior Housing),842 King Bypass,East Mikeburgh,IL,Senior Housing,Below-Market,3780000,2810000,0.7446,0.1212,28728
HRE-2024-274-P6,HRE-2024-274,206 Stephanie Route (Senior Housing),206 Stephanie Route,Carrland,OH,Senior Housing,Stabilized,1530000,1040000,0.677,0.1176,8586
HRE-2024-274-P7,HRE-2024-274,476 Melissa Curve (Senior Housing),476 Melissa Curve,Elizabethstad,MA,Senior Housing,Transitional,1000000,750000,0.7542,0.1339,8409
HRE-2024-274-P8,HRE-2024-274,986 Paula Square (Senior Housing),986 Paula Square,Herrerafurt,CA,Senior Housing,Stabilized,13130000,9160000,0.698,0.1168,83160
HRE-2024-274-P9,HRE-2024-274,672 Danielle Harbor (Senior Housing),672 Danielle Harbor,Stephaniemouth,GA,Senior Housing,Stabilized,1000000,690000,0.692,0.1182,6321
HRE-2024-274-P10,HRE-2024-274,70 Scott Tunnel (Senior Housing),70 Scott Tunnel,Maryfort,NC,Senior Housing,Below-Market,2960000,2140000,0.7228,0.1265,19993
HRE-2024-275-P1,HRE-2024-275,108 Price Circle (Medical Office),108 Price Circle,South Todd,NY,Medical Office,Stabilized,24300000,12220000,0.5027,0.0573,60889
HRE-2024-276-P1,HRE-2024-276,509 Baldwin Cove (Medical Office),509 Baldwin Cove,North Matthewberg,IL,Medical Office,Stabilized,4200000,1930000,0.4605,0.0714,14219
HRE-2024-276-P2,HRE-2024-276,955 Graham Vista (Medical Office),955 Graham Vista,Ramirezstad,CA,Medical Office,Stabilized,4900000,2190000,0.4476,0.0674,15426
HRE-2024-276-P3,HRE-2024-276,909 Gregory Canyon (Medical Office),909 Gregory Canyon,East Lisa,NJ,Medical Office,Stabilized,16100000,7490000,0.4651,0.0675,49466
HRE-2024-277-P1,HRE-2024-277,408 Bentley Ways (Life Science),408 Bentley Ways,Samuelhaven,PA,Life Science,Stabilized,16100000,10110000,0.628,0.0813,21827
HRE-2024-278-P1,HRE-2024-278,848 Gerald Causeway (Medical Office),848 Gerald Causeway,East Nicholasfurt,NY,Medical Office,Stabilized,7230000,4070000,0.5636,0.0843,30816
HRE-2024-278-P2,HRE-2024-278,350 Nguyen Spur (Medical Office),350 Nguyen Spur,Port Cameronfort,NJ,Medical Office,Stabilized,10460000,6250000,0.5975,0.0866,40705
HRE-2024-278-P3,HRE-2024-278,224 Butler Valley (Medical Office),224 Butler Valley,Evanmouth,IL,Medical Office,Stabilized,14610000,8300000,0.5679,0.0823,59605
HRE-2024-279-P1,HRE-2024-279,934 Gina Mountains (Medical Office),934 Gina Mountains,Lake Kendraville,AZ,Medical Office,Stabilized,8000000,4660000,0.5823,0.0783,28200
HRE-2024-280-P1,HRE-2024-280,337 Williams Streets (Skilled Nursing),337 Williams Streets,New Michelleton,TN,Skilled Nursing,Below-Market,9200000,6330000,0.6877,0.1345,51690
HRE-2024-281-P1,HRE-2024-281,691 Kristen Oval (Life Science),691 Kristen Oval,East Edwardfurt,GA,Life Science,Transitional,11100000,8490000,0.7645,0.1108,24893
HRE-2024-282-P1,HRE-2024-282,363 Hall Creek (Medical Office),363 Hall Creek,Lake Chad,CA,Medical Office,Lease-Up,20700000,16260000,0.7854,0.1549,577736
HRE-2024-283-P1,HRE-2024-283,608 Kane Lane (Skilled Nursing),608 Kane Lane,South Dianeshire,IL,Skilled Nursing,Stabilized,12600000,6220000,0.4934,0.1058,36332
HRE-2024-284-P1,HRE-2024-284,621 Brown Mews (Skilled Nursing),621 Brown Mews,North Jorge,NC,Skilled Nursing,Stabilized,7540000,4300000,0.57,0.1006,19905
HRE-2024-284-P2,HRE-2024-284,983 Thompson Landing (Skilled Nursing),983 Thompson Landing,Oscarhaven,WI,Skilled Nursing,Stabilized,3610000,2010000,0.5573,0.1007,8911
HRE-2024-284-P3,HRE-2024-284,437 Cantrell Flats (Skilled Nursing),437 Cantrell Flats,Jackton,MA,Skilled Nursing,Below-Market,2030000,1290000,0.6362,0.1052,7984
HRE-2024-284-P4,HRE-2024-284,886 Juan Creek (Skilled Nursing),886 Juan Creek,Taylorburgh,NY,Skilled Nursing,Stabilized,14970000,8960000,0.5983,0.0988,47769
HRE-2024-284-P5,HRE-2024-284,335 Robinson Hill (Skilled Nursing),335 Robinson Hill,East Lisa,NJ,Skilled Nursing,Below-Market,23360000,14190000,0.6074,0.1106,113435
HRE-2024-284-P6,HRE-2024-284,677 Belinda Plaza (Skilled Nursing),677 Belinda Plaza,Evanmouth,IL,Skilled Nursing,Stabilized,16190000,9380000,0.5792,0.1016,42564
HRE-2024-285-P1,HRE-2024-285,654 Atkins Forge (Skilled Nursing),654 Atkins Forge,Lake Roberto,CA,Skilled Nursing,Stabilized,27950000,17870000,0.6393,0.1048,87998
HRE-2024-285-P2,HRE-2024-285,816 Fitzgerald Gateway (Skilled Nursing),816 Fitzgerald Gateway,Lake John,WA,Skilled Nursing,Below-Market,26500000,17970000,0.6781,0.1151,104152
HRE-2024-285-P3,HRE-2024-285,334 Patricia Ramp (Skilled Nursing),334 Patricia Ramp,West Elizabeth,FL,Skilled Nursing,Stabilized,41840000,26910000,0.6431,0.1058,135516
HRE-2024-286-P1,HRE-2024-286,436 Baird Canyon (Senior Housing),436 Baird Canyon,Gibsonmouth,WA,Senior Housing,Lease-Up,23800000,16910000,0.7107,0.1469,471132
HRE-2024-287-P1,HRE-2024-287,532 Schmidt Neck (Medical Office),532 Schmidt Neck,East Jill,CA,Medical Office,Stabilized,16200000,9070000,0.5601,0.0688,44671
HRE-2024-288-P1,HRE-2024-288,880 Tiffany Mountain (Medical Office),880 Tiffany Mountain,Lake Michaelstad,MD,Medical Office,Stabilized,21000000,9530000,0.4537,0.0708,65304
HRE-2024-289-P1,HRE-2024-289,779 Fitzgerald Centers (Medical Office),779 Fitzgerald Centers,Perryshire,OH,Medical Office,Stabilized,27100000,15760000,0.5815,0.0723,91455
HRE-2024-290-P1,HRE-2024-290,304 Karen Trace (Senior Housing),304 Karen Trace,North Scott,TN,Senior Housing,Stabilized,17200000,10030000,0.5832,0.0892,83219
HRE-2024-291-P1,HRE-2024-291,551 Ramirez Circles (Senior Housing),551 Ramirez Circles,Jamesfurt,TN,Senior Housing,Stabilized,1990000,1210000,0.6084,0.0815,7325
HRE-2024-291-P2,HRE-2024-291,951 Theodore Place (Senior Housing),951 Theodore Place,North Judithbury,CA,Senior Housing,Stabilized,5850000,3610000,0.617,0.0847,26855
HRE-2024-291-P3,HRE-2024-291,80 Marsh Square (Senior Housing),80 Marsh Square,Michaelmouth,MA,Senior Housing,Stabilized,15230000,8960000,0.5882,0.0835,55930
HRE-2024-291-P4,HRE-2024-291,339 Christopher Fall (Senior Housing),339 Christopher Fall,Grimesmouth,WA,Senior Housing,Stabilized,10950000,6610000,0.6036,0.0821,39975
HRE-2024-291-P5,HRE-2024-291,332 Joshua Square (Senior Housing),332 Joshua Square,Port Mikeside,PA,Senior Housing,Stabilized,6480000,3830000,0.591,0.0823,29591
HRE-2024-291-P6,HRE-2024-291,403 Kelly Springs (Senior Housing),403 Kelly Springs,Leeville,FL,Senior Housing,Stabilized,7400000,4450000,0.6019,0.0831,29409
HRE-2024-292-P1,HRE-2024-292,219 Kelly Circles (Senior Housing),219 Kelly Circles,North Beth,NY,Senior Housing,Stabilized,13200000,7020000,0.5318,0.0771,44255
HRE-2024-293-P1,HRE-2024-293,995 Jenkins Junctions (Senior Housing),995 Jenkins Junctions,South Jeffrey,NC,Senior Housing,Lease-Up,22900000,17200000,0.7511,0.1707,326056
HRE-2024-294-P1,HRE-2024-294,341 Ellis Port (Medical Office),341 Ellis Port,Mollymouth,CO,Medical Office,Stabilized,34300000,22070000,0.6434,0.071,99730
HRE-2024-295-P1,HRE-2024-295,766 Blake Island (Medical Office),766 Blake Island,Richardport,OH,Medical Office,Lease-Up,14600000,9680000,0.663,0.1664,196758
HRE-2024-296-P1,HRE-2024-296,487 Amanda Crossing (Life Science),487 Amanda Crossing,Emilyview,MD,Life Science,Below-Market,1930000,1370000,0.7109,0.1048,5602
HRE-2024-296-P2,HRE-2024-296,314 Adam Streets (Life Science),314 Adam Streets,Alfredview,MN,Life Science,Below-Market,1000000,690000,0.692,0.1126,2759
HRE-2024-296-P3,HRE-2024-296,308 Lauren Stream (Life Science),308 Lauren Stream,Maryfort,NC,Life Science,Transitional,1770000,1280000,0.7248,0.1142,4003
HRE-2024-296-P4,HRE-2024-296,908 Mccullough Dam (Life Science),908 Mccullough Dam,Martinezbury,FL,Life Science,Stabilized,10180000,6660000,0.6542,0.1016,15252
HRE-2024-296-P5,HRE-2024-296,675 Brown Row (Life Science),675 Brown Row,South Rachelborough,OH,Life Science,Below-Market,27300000,18870000,0.6912,0.1082,71635
HRE-2024-296-P6,HRE-2024-296,564 Rhodes Corners (Life Science),564 Rhodes Corners,North Cynthiaview,IL,Life Science,Transitional,2240000,1620000,0.7252,0.1158,5913
HRE-2024-296-P7,HRE-2024-296,183 Bell Mission (Life Science),183 Bell Mission,New Brooke,NY,Life Science,Below-Market,2900000,2010000,0.6934,0.1095,7717
HRE-2024-297-P1,HRE-2024-297,394 Chandler Mall (Medical Office),394 Chandler Mall,Crosbyview,MD,Medical Office,Stabilized,6480000,3100000,0.4787,0.0595,19310
HRE-2024-297-P2,HRE-2024-297,333 Jose Route (Medical Office),333 Jose Route,Lake Leeton,NY,Medical Office,Stabilized,6160000,2950000,0.4796,0.0593,18718
HRE-2024-297-P3,HRE-2024-297,189 Dustin Mountain (Medical Office),189 Dustin Mountain,Mollymouth,CO,Medical Office,Stabilized,6140000,3070000,0.4998,0.0604,16000
HRE-2024-297-P4,HRE-2024-297,614 Davis Prairie (Medical Office),614 Davis Prairie,West Elizabeth,FL,Medical Office,Stabilized,6910000,3420000,0.4943,0.0594,19968
HRE-2024-297-P5,HRE-2024-297,299 Collins Lake (Medical Office),299 Collins Lake,Donnaburgh,NJ,Medical Office,Stabilized,8430000,4230000,0.5022,0.0579,24058
HRE-2024-297-P6,HRE-2024-297,681 Williams Coves (Medical Office),681 Williams Coves,Elizabethstad,MA,Medical Office,Stabilized,12210000,5880000,0.4814,0.0585,32726
HRE-2024-297-P7,HRE-2024-297,975 Melissa Tunnel (Medical Office),975 Melissa Tunnel,Vaughnmouth,TN,Medical Office,Stabilized,2350000,1090000,0.4658,0.0585,7641
HRE-2024-297-P8,HRE-2024-297,482 Rick Trace (Medical Office),482 Rick Trace,Teresaburgh,TX,Medical Office,Stabilized,13020000,6470000,0.4966,0.0591,36819
HRE-2024-298-P1,HRE-2024-298,578 Randy Pike (Senior Housing),578 Randy Pike,Karenchester,NC,Senior Housing,Lease-Up,11800000,7380000,0.6256,0.1505,355226
HRE-2024-299-P1,HRE-2024-299,322 Judith Extension (Medical Office),322 Judith Extension,Lake Edward,NJ,Medical Office,Transitional,10040000,7090000,0.7061,0.0944,53258
HRE-2024-299-P2,HRE-2024-299,273 John Parks (Medical Office),273 John Parks,Lake Michaelstad,MD,Medical Office,Transitional,1000000,680000,0.6815,0.0955,8010
HRE-2024-299-P3,HRE-2024-299,291 Henry Green (Medical Office),291 Henry Green,Walkerville,WI,Medical Office,Below-Market,4480000,3010000,0.6712,0.0815,21736
HRE-2024-299-P4,HRE-2024-299,334 Ashley Overpass (Medical Office),334 Ashley Overpass,Port Katelynfort,VA,Medical Office,Stabilized,1000000,620000,0.6208,0.0767,6182
HRE-2024-299-P5,HRE-2024-299,965 Watkins Spurs (Medical Office),965 Watkins Spurs,Julieburgh,TN,Medical Office,Stabilized,1000000,620000,0.6211,0.0772,6029
HRE-2024-299-P6,HRE-2024-299,766 Mary Plain (Medical Office),766 Mary Plain,Hudsonfurt,AZ,Medical Office,Stabilized,15870000,9490000,0.5982,0.0783,57722
HRE-2024-300-P1,HRE-2024-300,667 Denise Hollow (Life Science),667 Denise Hollow,Cindyville,OH,Life Science,Lease-Up,36200000,24600000,0.6796,0.1432,204353
HRE-2024-301-P1,HRE-2024-301,554 Courtney Path (Senior Housing),554 Courtney Path,Cindyville,OH,Senior Housing,Lease-Up,18500000,14450000,0.781,0.1539,732657
HRE-2024-302-P1,HRE-2024-302,96 Adams Route (Medical Office),96 Adams Route,West Ryan,OH,Medical Office,Stabilized,32200000,20340000,0.6318,0.0887,124649
HRE-2024-303-P1,HRE-2024-303,182 Colon Rue (Medical Office),182 Colon Rue,New Michelleton,TN,Medical Office,Stabilized,12300000,5590000,0.4548,0.0595,36595
HRE-2024-304-P1,HRE-2024-304,30 Marshall Points (Medical Office),30 Marshall Points,Christinaside,AZ,Medical Office,Stabilized,17500000,9890000,0.5653,0.0646,48721
HRE-2024-305-P1,HRE-2024-305,814 Alejandra Village (Skilled Nursing),814 Alejandra Village,Westtown,MA,Skilled Nursing,Stabilized,3100000,1540000,0.4971,0.1047,10180
HRE-2024-305-P2,HRE-2024-305,879 John Crossing (Skilled Nursing),879 John Crossing,Lake John,WA,Skilled Nursing,Stabilized,14410000,6760000,0.4694,0.1053,45076
HRE-2024-305-P3,HRE-2024-305,947 Shaffer Summit (Skilled Nursing),947 Shaffer Summit,Lake Edward,NJ,Skilled Nursing,Stabilized,7890000,3740000,0.474,0.1058,25492
HRE-2024-305-P4,HRE-2024-305,437 Daniel Forest (Skilled Nursing),437 Daniel Forest,East Josephville,IL,Skilled Nursing,Stabilized,9210000,4510000,0.4893,0.1068,25962
HRE-2024-306-P1,HRE-2024-306,577 Tracy Landing (Senior Housing),577 Tracy Landing,Port Emilyview,VA,Senior Housing,Stabilized,22900000,13190000,0.5759,0.0814,73175
HRE-2024-307-P1,HRE-2024-307,214 Sylvia Tunnel (Medical Office),214 Sylvia Tunnel,Daviston,TX,Medical Office,Stabilized,7160000,3140000,0.4382,0.0664,19747
HRE-2024-307-P2,HRE-2024-307,779 Johnny Lights (Medical Office),779 Johnny Lights,South Michaelmouth,VA,Medical Office,Stabilized,8700000,3800000,0.4365,0.0663,24803
HRE-2024-307-P3,HRE-2024-307,857 Love Wells (Medical Office),857 Love Wells,Anthonymouth,AZ,Medical Office,Stabilized,1190000,550000,0.465,0.0705,6018
HRE-2024-307-P4,HRE-2024-307,356 Jorge Spur (Medical Office),356 Jorge Spur,Oscarhaven,WI,Medical Office,Stabilized,15100000,6780000,0.4493,0.0675,46926
HRE-2024-307-P5,HRE-2024-307,632 Wilcox Park (Medical Office),632 Wilcox Park,Maryshire,WA,Medical Office,Stabilized,1000000,450000,0.4526,0.0666,3724
HRE-2024-308-P1,HRE-2024-308,27 Kelly Greens (Medical Office),27 Kelly Greens,North Ericton,MO,Medical Office,Below-Market,10860000,7140000,0.6571,0.0815,49976
HRE-2024-308-P2,HRE-2024-308,472 Turner Locks (Medical Office),472 Turner Locks,Oscarhaven,WI,Medical Office,Stabilized,5080000,3080000,0.6055,0.0802,19971
HRE-2024-308-P3,HRE-2024-308,543 Angela Shoals (Medical Office),543 Angela Shoals,North John,FL,Medical Office,Stabilized,33130000,20630000,0.6228,0.079,107051
HRE-2024-308-P4,HRE-2024-308,577 Brandy Avenue (Medical Office),577 Brandy Avenue,Jackton,MA,Medical Office,Stabilized,46530000,28330000,0.6088,0.0795,171982
HRE-2024-309-P1,HRE-2024-309,43 Mark Cape (Skilled Nursing),43 Mark Cape,Jeremyburgh,MA,Skilled Nursing,Lease-Up,17800000,12710000,0.7142,0.1689,283355
HRE-2024-310-P1,HRE-2024-310,504 Jason Causeway (Senior Housing),504 Jason Causeway,South Rachelborough,OH,Senior Housing,Below-Market,11100000,6980000,0.629,0.0866,70698
HRE-2024-311-P1,HRE-2024-311,537 Davis Glens (Senior Housing),537 Davis Glens,North Brandon,OH,Senior Housing,Transitional,19400000,14540000,0.7493,0.114,129658
HRE-2024-312-P1,HRE-2024-312,685 Andrew Fords (Medical Office),685 Andrew Fords,Samuelhaven,PA,Medical Office,Below-Market,3240000,1940000,0.5985,0.0766,14631
HRE-2024-312-P2,HRE-2024-312,405 Davis Manors (Medical Office),405 Davis Manors,North Jeremyshire,VA,Medical Office,Stabilized,15140000,8580000,0.5669,0.0714,51232
HRE-2024-312-P3,HRE-2024-312,350 Skinner Pike (Medical Office),350 Skinner Pike,South Dennismouth,GA,Medical Office,Below-Market,1180000,680000,0.5751,0.0754,6728
HRE-2024-312-P4,HRE-2024-312,781 Robert Squares (Medical Office),781 Robert Squares,Ashleyton,NJ,Medical Office,Stabilized,37140000,20890000,0.5624,0.0741,119318
HRE-2024-313-P1,HRE-2024-313,873 Savage Coves (Senior Housing),873 Savage Coves,Gregoryview,PA,Senior Housing,Stabilized,17400000,9720000,0.5587,0.0847,76532
HRE-2024-314-P1,HRE-2024-314,373 Alexander Shoal (Senior Housing),373 Alexander Shoal,Lake Heather,OH,Senior Housing,Lease-Up,28900000,20610000,0.7132,0.1424,587880
HRE-2024-315-P1,HRE-2024-315,589 Turner Via (Senior Housing),589 Turner Via,New Thomas,OH,Senior Housing,Lease-Up,4990000,3190000,0.6384,0.1726,76739
HRE-2024-315-P2,HRE-2024-315,544 Ballard Corners (Senior Housing),544 Ballard Corners,Gilmorefort,VA,Senior Housing,Lease-Up,16610000,10980000,0.6612,0.171,220384
HRE-2024-315-P3,HRE-2024-315,954 Lisa Square (Senior Housing),954 Lisa Square,East Lisa,PA,Senior Housing,Lease-Up,96000000,64640000,0.6733,0.1624,1216600
HRE-2024-316-P1,HRE-2024-316,707 Wong Run (Senior Housing),707 Wong Run,Port Richard,NY,Senior Housing,Transitional,18600000,13280000,0.7141,0.1192,120242
HRE-2024-317-P1,HRE-2024-317,71 Christopher Trail (Medical Office),71 Christopher Trail,Herrerafurt,CA,Medical Office,Transitional,32200000,24140000,0.7496,0.119,215155
HRE-2024-318-P1,HRE-2024-318,927 Crystal Station (Life Science),927 Crystal Station,West Donald,TX,Life Science,Stabilized,19800000,10050000,0.5077,0.07,24202
HRE-2024-319-P1,HRE-2024-319,597 Hall Circle (Medical Office),597 Hall Circle,New Kathybury,NJ,Medical Office,Stabilized,29700000,17140000,0.5772,0.0771,100537
HRE-2024-320-P1,HRE-2024-320,67 Christy Haven (Life Science),67 Christy Haven,Hayesmouth,NJ,Life Science,Lease-Up,53300000,35020000,0.6571,0.1506,371171
HRE-2024-321-P1,HRE-2024-321,420 Eric Overpass (Medical Office),420 Eric Overpass,Ericaberg,TN,Medical Office,Transitional,13770000,10000000,0.7263,0.1003,79098
HRE-2024-321-P2,HRE-2024-321,823 Theresa Tunnel (Medical Office),823 Theresa Tunnel,South Danny,NJ,Medical Office,Below-Market,7140000,5170000,0.7245,0.0879,40097
HRE-2024-321-P3,HRE-2024-321,801 Montes Trafficway (Medical Office),801 Montes Trafficway,Lawsonchester,MO,Medical Office,Below-Market,10170000,7210000,0.7089,0.0884,50516
HRE-2024-321-P4,HRE-2024-321,497 Acevedo Mills (Medical Office),497 Acevedo Mills,Christinaside,AZ,Medical Office,Stabilized,1000000,670000,0.6712,0.0839,5027
HRE-2024-321-P5,HRE-2024-321,724 Smith Harbors (Medical Office),724 Smith Harbors,Kimtown,MN,Medical Office,Stabilized,2970000,2090000,0.7044,0.0831,12789
HRE-2024-321-P6,HRE-2024-321,712 Green Parkways (Medical Office),712 Green Parkways,North Donna,PA,Medical Office,Below-Market,4540000,3290000,0.7248,0.092,25878
HRE-2024-321-P7,HRE-2024-321,604 Mitchell Tunnel (Medical Office),604 Mitchell Tunnel,Vargastown,NC,Medical Office,Stabilized,6470000,4410000,0.6814,0.0851,28663
HRE-2024-322-P1,HRE-2024-322,43 Poole Common (Medical Office),43 Poole Common,North Terrance,CO,Medical Office,Stabilized,19400000,11490000,0.5922,0.0808,62147
HRE-2024-323-P1,HRE-2024-323,124 Kennedy Summit (Skilled Nursing),124 Kennedy Summit,Sanchezside,WA,Skilled Nursing,Stabilized,13200000,8720000,0.6605,0.1094,35400
HRE-2024-324-P1,HRE-2024-324,983 Carolyn Lodge (Senior Housing),983 Carolyn Lodge,Navarroview,VA,Senior Housing,Stabilized,33200000,16680000,0.5024,0.0705,97264
