Tenant_ID,Property_ID,Deal_ID,Tenant_Name,Asset_Type,Lease_Type,Lease_Start,Lease_End,Rent_PSF,Square_Feet,Annual_Rent,Expense_Reimb_PSF,Escalation_Rate
HRE-2024-269-P1-T1,HRE-2024-269-P1,HRE-2024-269,Brown-Kennedy Care Ops,Skilled Nursing,NNN,2023-08-25,2043-08-20,33.57,84784,2845800.0,4.41,0.025
HRE-2024-269-P2-T1,HRE-2024-269-P2,HRE-2024-269,Lamb-Weber Care Ops,Skilled Nursing,NNN,2024-07-30,2044-07-25,38.94,16925,659045.65,4.88,0.025
HRE-2024-269-P3-T1,HRE-2024-269-P3,HRE-2024-269,"Jones, Bowers and King Care Ops",Skilled Nursing,NNN,2022-12-24,2035-12-21,33.62,4471,150313.04,4.34,0.025
HRE-2024-269-P4-T1,HRE-2024-269-P4,HRE-2024-269,Figueroa PLC Care Ops,Skilled Nursing,NNN,2023-09-30,2036-09-26,34.74,26717,928086.96,4.33,0.025
HRE-2024-269-P5-T1,HRE-2024-269-P5,HRE-2024-269,Hopkins LLC Care Ops,Skilled Nursing,NNN,2024-04-02,2035-03-31,37.04,9149,338898.91,3.45,0.025
HRE-2024-270-P1-T1,HRE-2024-270-P1,HRE-2024-270,Washington PLC Senior Living,Senior Housing,Modified Gross,2025-05-01,2031-04-30,34.07,135582,4619784.62,1.31,0.033
HRE-2024-271-P1-T1,HRE-2024-271-P1,HRE-2024-271,Larson and Sons Practices,Medical Office,NNN,2023-08-24,2029-08-22,17.43,75087,1308861.64,2.61,0.03
HRE-2024-271-P1-T2,HRE-2024-271-P1,HRE-2024-271,Mullins-Gutierrez Practices,Medical Office,NNN,2024-06-26,2033-06-24,17.79,53591,953306.45,1.68,0.03
HRE-2024-271-P1-T3,HRE-2024-271-P1,HRE-2024-271,Young-Alexander Practices,Medical Office,NNN,2023-09-14,2032-09-11,18.55,15987,296642.44,1.62,0.03
HRE-2024-272-P1-T1,HRE-2024-272-P1,HRE-2024-272,Brown-Baker Care Ops,Skilled Nursing,NNN,2024-04-15,2033-04-13,40.93,3011,123260.87,4.67,0.028
HRE-2024-272-P2-T1,HRE-2024-272-P2,HRE-2024-272,Alvarez-Alvarez Care Ops,Skilled Nursing,NNN,2024-12-30,2031-12-29,37.64,4148,156130.43,3.67,0.028
HRE-2024-272-P3-T1,HRE-2024-272-P3,HRE-2024-272,Wells-Thomas Care Ops,Skilled Nursing,NNN,2024-09-26,2035-09-24,33.38,107779,3597260.87,5.0,0.028
HRE-2024-272-P4-T1,HRE-2024-272-P4,HRE-2024-272,Reyes-Stewart Care Ops,Skilled Nursing,NNN,2023-12-15,2036-12-11,44.99,18661,839531.52,4.86,0.028
HRE-2024-273-P1-T1,HRE-2024-273-P1,HRE-2024-273,"Gomez, Richard and Bishop Senior Living",Senior Housing,Modified Gross,2024-04-26,2032-04-24,37.72,63950,2412061.54,1.8,0.03
HRE-2024-274-P1-T1,HRE-2024-274-P1,HRE-2024-274,Scott PLC Senior Living,Senior Housing,Modified Gross,2022-08-30,2032-08-27,31.72,13957,442698.46,1.48,0.03
HRE-2024-274-P2-T1,HRE-2024-274-P2,HRE-2024-274,"Allen, Powers and Townsend Senior Living",Senior Housing,Modified Gross,2024-03-20,2034-03-18,30.02,15750,472809.23,1.24,0.03
HRE-2024-274-P3-T1,HRE-2024-274-P3,HRE-2024-274,Kelley-Chambers Senior Living,Senior Housing,Modified Gross,2024-05-30,2028-05-29,29.68,6318,187538.46,0.89,0.03
HRE-2024-274-P4-T1,HRE-2024-274-P4,HRE-2024-274,"Garcia, Griffin and Robinson Senior Living",Senior Housing,Modified Gross,2024-04-04,2027-04-04,32.38,5696,184461.54,1.46,0.03
HRE-2024-274-P5-T1,HRE-2024-274-P5,HRE-2024-274,Harvey Inc Senior Living,Senior Housing,Modified Gross,2023-05-22,2027-05-21,29.84,23617,704824.62,1.11,0.03
HRE-2024-274-P6-T1,HRE-2024-274-P6,HRE-2024-274,Erickson Inc Senior Living,Senior Housing,Modified Gross,2023-10-15,2030-10-13,34.67,7985,276812.31,2.2,0.03
HRE-2024-274-P7-T1,HRE-2024-274-P7,HRE-2024-274,Douglas-Yoder Senior Living,Senior Housing,Modified Gross,2024-07-09,2027-07-09,33.84,6088,206000.0,1.49,0.03
HRE-2024-274-P8-T1,HRE-2024-274-P8,HRE-2024-274,King Group Senior Living,Senior Housing,Modified Gross,2023-10-28,2033-10-25,29.95,78775,2359360.0,0.91,0.03
HRE-2024-274-P9-T1,HRE-2024-274-P9,HRE-2024-274,Schwartz-Contreras Senior Living,Senior Housing,Modified Gross,2023-04-24,2031-04-22,30.12,6037,181846.15,1.98,0.03
HRE-2024-274-P10-T1,HRE-2024-274-P10,HRE-2024-274,Ramirez Inc Senior Living,Senior Housing,Modified Gross,2023-04-11,2032-04-08,34.57,16663,576061.54,2.08,0.03
HRE-2024-275-P1-T1,HRE-2024-275-P1,HRE-2024-275,Sosa-Baker Practices,Medical Office,NNN,2023-04-14,2039-04-10,27.28,14242,388559.26,4.04,0.025
HRE-2024-275-P1-T2,HRE-2024-275-P1,HRE-2024-275,Jones-Krause Practices,Medical Office,NNN,2023-09-08,2033-09-05,29.22,5090,148758.15,2.85,0.025
HRE-2024-275-P1-T3,HRE-2024-275-P1,HRE-2024-275,Bishop and Sons Practices,Medical Office,NNN,2024-02-29,2035-02-26,20.37,19526,397837.94,2.72,0.025
HRE-2024-275-P1-T4,HRE-2024-275-P1,HRE-2024-275,"Vasquez, Thomas and Mack Practices",Medical Office,NNN,2024-11-29,2034-11-27,26.07,11686,304615.49,2.67,0.025
HRE-2024-275-P1-T5,HRE-2024-275-P1,HRE-2024-275,Mendez Inc Practices,Medical Office,NNN,2025-01-10,2041-01-06,26.99,8370,225902.84,4.03,0.025
HRE-2024-276-P1-T1,HRE-2024-276-P1,HRE-2024-276,Jones PLC Practices,Medical Office,NNN,2022-12-20,2041-12-15,28.32,3672,104011.69,3.26,0.025
HRE-2024-276-P1-T2,HRE-2024-276-P1,HRE-2024-276,"King, Griffin and Mosley Practices",Medical Office,NNN,2023-11-29,2041-11-24,23.56,4893,115322.36,3.21,0.025
HRE-2024-276-P1-T3,HRE-2024-276-P1,HRE-2024-276,Delgado Inc Practices,Medical Office,NNN,2023-03-30,2043-03-25,24.39,500,872.2,3.44,0.025
HRE-2024-276-P1-T4,HRE-2024-276-P1,HRE-2024-276,Ortega LLC Practices,Medical Office,NNN,2022-11-06,2034-11-03,25.69,1646,42311.86,2.59,0.025
HRE-2024-276-P1-T5,HRE-2024-276-P1,HRE-2024-276,Graves Group Practices,Medical Office,NNN,2024-02-26,2037-02-22,21.18,2437,51621.31,2.59,0.025
HRE-2024-276-P1-T6,HRE-2024-276-P1,HRE-2024-276,"Smith, Zimmerman and Wise Practices",Medical Office,NNN,2023-06-27,2036-06-23,23.31,500,1523.75,3.37,0.025
HRE-2024-276-P2-T1,HRE-2024-276-P2,HRE-2024-276,"Norman, Floyd and Fernandez Practices",Medical Office,NNN,2022-10-07,2032-10-04,23.99,1373,32956.25,3.09,0.025
HRE-2024-276-P2-T2,HRE-2024-276-P2,HRE-2024-276,Cruz Ltd Practices,Medical Office,NNN,2023-07-24,2040-07-19,21.11,7412,156462.71,2.65,0.025
HRE-2024-276-P2-T3,HRE-2024-276-P2,HRE-2024-276,Martinez-Nichols Practices,Medical Office,NNN,2023-07-26,2039-07-22,20.32,794,16154.03,1.91,0.025
HRE-2024-276-P2-T4,HRE-2024-276-P2,HRE-2024-276,Cook-Turner Practices,Medical Office,NNN,2023-11-28,2033-11-25,28.88,2906,83951.98,2.72,0.025
HRE-2024-276-P2-T5,HRE-2024-276-P2,HRE-2024-276,Chen Ltd Practices,Medical Office,NNN,2022-03-05,2037-03-01,28.17,942,26545.38,3.56,0.025
HRE-2024-276-P2-T6,HRE-2024-276-P2,HRE-2024-276,Diaz LLC Practices,Medical Office,NNN,2022-11-30,2035-11-27,28.78,500,1335.86,2.45,0.025
HRE-2024-276-P2-T7,HRE-2024-276-P2,HRE-2024-276,Randall LLC Practices,Medical Office,NNN,2022-04-30,2041-04-25,29.48,1025,30235.9,4.08,0.025
HRE-2024-276-P3-T1,HRE-2024-276-P3,HRE-2024-276,Guerrero-Evans Practices,Medical Office,NNN,2022-04-09,2036-04-05,29.47,10815,318703.56,2.44,0.025
HRE-2024-276-P3-T2,HRE-2024-276-P3,HRE-2024-276,Mosley-Mccoy Practices,Medical Office,NNN,2023-09-01,2041-08-27,20.36,6798,138380.64,2.56,0.025
HRE-2024-276-P3-T3,HRE-2024-276-P3,HRE-2024-276,Tucker-Mcclure Practices,Medical Office,NNN,2022-02-08,2036-02-05,24.32,11290,274539.97,3.39,0.025
HRE-2024-276-P3-T4,HRE-2024-276-P3,HRE-2024-276,Moss-Taylor Practices,Medical Office,NNN,2024-02-22,2034-02-19,29.71,1926,57259.14,2.43,0.025
HRE-2024-276-P3-T5,HRE-2024-276-P3,HRE-2024-276,Johnson PLC Practices,Medical Office,NNN,2022-10-19,2035-10-16,27.82,500,9946.5,3.41,0.025
HRE-2024-276-P3-T6,HRE-2024-276-P3,HRE-2024-276,Burns Inc Practices,Medical Office,NNN,2022-03-25,2042-03-20,23.79,2855,67941.58,1.93,0.025
HRE-2024-276-P3-T7,HRE-2024-276-P3,HRE-2024-276,"Schneider, Porter and Hanna Practices",Medical Office,NNN,2022-02-24,2038-02-20,24.82,2088,51840.99,2.64,0.025
HRE-2024-276-P3-T8,HRE-2024-276-P3,HRE-2024-276,Levy-Smith Practices,Medical Office,NNN,2022-10-04,2038-09-30,21.25,7489,159177.5,1.91,0.025
HRE-2024-276-P3-T9,HRE-2024-276-P3,HRE-2024-276,Brown-French Practices,Medical Office,NNN,2023-04-08,2042-04-03,24.38,500,8833.64,2.55,0.025
HRE-2024-276-P3-T10,HRE-2024-276-P3,HRE-2024-276,Sullivan and Sons Practices,Medical Office,NNN,2023-08-19,2033-08-16,23.43,2446,57323.84,2.26,0.025
HRE-2024-277-P1-T1,HRE-2024-277-P1,HRE-2024-277,"Hernandez, Riley and Buckley BioTech",Life Science,NNN,2024-01-16,2032-01-14,69.1,2749,189966.34,6.74,0.028
HRE-2024-277-P1-T2,HRE-2024-277-P1,HRE-2024-277,Moss Group BioTech,Life Science,NNN,2022-04-12,2036-04-08,66.13,9782,646972.94,8.69,0.028
HRE-2024-277-P1-T3,HRE-2024-277-P1,HRE-2024-277,"Smith, Meadows and Montgomery BioTech",Life Science,NNN,2023-01-05,2033-01-02,61.28,5103,312752.42,7.96,0.028
HRE-2024-277-P1-T4,HRE-2024-277-P1,HRE-2024-277,Haynes and Sons BioTech,Life Science,NNN,2023-06-09,2038-06-05,76.48,2982,228129.36,10.77,0.028
HRE-2024-278-P1-T1,HRE-2024-278-P1,HRE-2024-278,Hoover-Davis Practices,Medical Office,NNN,2023-10-31,2036-10-27,20.6,13136,270583.24,1.67,0.028
HRE-2024-278-P1-T2,HRE-2024-278-P1,HRE-2024-278,"Jackson, Garza and Meyers Practices",Medical Office,NNN,2025-02-04,2039-02-01,23.83,2783,66320.59,2.28,0.028
HRE-2024-278-P1-T3,HRE-2024-278-P1,HRE-2024-278,Wilson PLC Practices,Medical Office,NNN,2023-09-23,2036-09-19,23.79,8570,203930.97,1.99,0.028
HRE-2024-278-P1-T4,HRE-2024-278-P1,HRE-2024-278,"Walker, Brock and Simmons Practices",Medical Office,NNN,2023-01-30,2038-01-26,23.05,4369,100732.56,2.41,0.028
HRE-2024-278-P2-T1,HRE-2024-278-P2,HRE-2024-278,"Gardner, Morris and Oconnell Practices",Medical Office,NNN,2024-11-30,2031-11-29,28.66,934,26771.88,3.4,0.028
HRE-2024-278-P2-T2,HRE-2024-278-P2,HRE-2024-278,Duran PLC Practices,Medical Office,NNN,2023-09-21,2034-09-18,29.52,5670,167414.17,3.32,0.028
HRE-2024-278-P2-T3,HRE-2024-278-P2,HRE-2024-278,Rogers Inc Practices,Medical Office,NNN,2024-06-28,2039-06-25,25.73,500,3569.0,2.35,0.028
HRE-2024-278-P2-T4,HRE-2024-278-P2,HRE-2024-278,Thomas-Perry Practices,Medical Office,NNN,2024-11-06,2034-11-04,23.81,8875,211345.08,3.42,0.028
HRE-2024-278-P2-T5,HRE-2024-278-P2,HRE-2024-278,"Wood, Martin and Sanchez Practices",Medical Office,NNN,2024-12-24,2035-12-22,22.81,2471,56373.51,3.42,0.028
HRE-2024-278-P2-T6,HRE-2024-278-P2,HRE-2024-278,"Williams, Garcia and Boone Practices",Medical Office,NNN,2024-04-10,2035-04-08,27.71,3332,92349.55,3.32,0.028
HRE-2024-278-P2-T7,HRE-2024-278-P2,HRE-2024-278,"Bennett, Moore and Hobbs Practices",Medical Office,NNN,2024-03-16,2035-03-14,20.39,4811,98088.09,2.01,0.028
HRE-2024-278-P2-T8,HRE-2024-278-P2,HRE-2024-278,Smith and Sons Practices,Medical Office,NNN,2024-11-14,2031-11-13,22.51,9126,205384.15,2.28,0.028
HRE-2024-278-P2-T9,HRE-2024-278-P2,HRE-2024-278,Mann PLC Practices,Medical Office,NNN,2024-09-19,2035-09-17,26.61,3465,92216.14,2.96,0.028
HRE-2024-278-P3-T1,HRE-2024-278-P3,HRE-2024-278,Schwartz-Harris Practices,Medical Office,NNN,2024-06-11,2032-06-09,20.59,11166,229863.27,2.94,0.028
HRE-2024-278-P3-T2,HRE-2024-278-P3,HRE-2024-278,"Nelson, Cole and Allen Practices",Medical Office,NNN,2023-12-26,2031-12-24,25.51,652,16659.2,2.36,0.028
HRE-2024-278-P3-T3,HRE-2024-278-P3,HRE-2024-278,Bishop Inc Practices,Medical Office,NNN,2024-06-29,2035-06-27,27.66,6379,176466.7,3.9,0.028
HRE-2024-278-P3-T4,HRE-2024-278-P3,HRE-2024-278,"White, Porter and Clements Practices",Medical Office,NNN,2024-10-22,2033-10-20,21.27,1847,39299.19,3.0,0.028
HRE-2024-278-P3-T5,HRE-2024-278-P3,HRE-2024-278,"Serrano, Turner and Barnes Practices",Medical Office,NNN,2024-11-24,2034-11-22,26.56,12160,322969.73,3.34,0.028
HRE-2024-278-P3-T6,HRE-2024-278-P3,HRE-2024-278,"Young, Wilson and Moreno Practices",Medical Office,NNN,2023-12-27,2038-12-23,21.84,7937,173384.13,2.63,0.028
HRE-2024-278-P3-T7,HRE-2024-278-P3,HRE-2024-278,Montgomery PLC Practices,Medical Office,NNN,2025-01-18,2035-01-16,20.42,13485,275365.28,2.99,0.028
HRE-2024-278-P3-T8,HRE-2024-278-P3,HRE-2024-278,"Robinson, Townsend and Hopkins Practices",Medical Office,NNN,2025-03-05,2036-03-02,29.92,500,10280.46,3.81,0.028
HRE-2024-278-P3-T9,HRE-2024-278-P3,HRE-2024-278,Brown-Rodriguez Practices,Medical Office,NNN,2023-09-15,2035-09-12,28.57,748,21399.4,3.72,0.028
HRE-2024-279-P1-T1,HRE-2024-279-P1,HRE-2024-279,Thompson-Santiago Practices,Medical Office,NNN,2023-05-07,2033-05-04,21.06,14554,306552.03,2.44,0.028
HRE-2024-279-P1-T2,HRE-2024-279-P1,HRE-2024-279,Brown LLC Practices,Medical Office,NNN,2022-08-05,2037-08-01,27.81,10892,302899.1,3.61,0.028
HRE-2024-279-P1-T3,HRE-2024-279-P1,HRE-2024-279,Clark-King Practices,Medical Office,NNN,2022-08-04,2035-08-01,29.4,1697,49917.29,2.42,0.028
HRE-2024-280-P1-T1,HRE-2024-280-P1,HRE-2024-280,Buckley and Sons Care Ops,Skilled Nursing,NNN,2024-11-02,2032-10-31,31.05,43318,1345000.0,3.47,0.03
HRE-2024-281-P1-T1,HRE-2024-281-P1,HRE-2024-281,"Wilson, Jacobson and Griffith BioTech",Life Science,NNN,2024-09-13,2028-09-12,67.74,9881,669390.24,5.98,0.03
HRE-2024-281-P1-T2,HRE-2024-281-P1,HRE-2024-281,"Riley, Barnes and Burgess BioTech",Life Science,NNN,2023-10-23,2028-10-21,62.62,9984,625220.29,8.87,0.03
HRE-2024-282-P1-T1,HRE-2024-282-P1,HRE-2024-282,Perez-Young Practices,Medical Office,NNN,2025-07-07,2035-07-05,23.1,146139,3375189.47,2.39,0.033
HRE-2024-283-P1-T1,HRE-2024-283-P1,HRE-2024-283,Jones PLC Care Ops,Skilled Nursing,NNN,2023-02-22,2043-02-17,41.49,34925,1449000.0,4.64,0.025
HRE-2024-284-P1-T1,HRE-2024-284-P1,HRE-2024-284,Robinson PLC Care Ops,Skilled Nursing,NNN,2023-02-20,2033-02-17,44.06,18714,824482.61,4.38,0.028
HRE-2024-284-P2-T1,HRE-2024-284-P2,HRE-2024-284,Ellis and Sons Care Ops,Skilled Nursing,NNN,2024-06-17,2039-06-14,46.25,8543,395138.04,3.72,0.028
HRE-2024-284-P3-T1,HRE-2024-284-P3,HRE-2024-284,Martinez-Schwartz Care Ops,Skilled Nursing,NNN,2024-03-06,2038-03-03,36.2,6412,232126.09,5.22,0.028
HRE-2024-284-P4-T1,HRE-2024-284-P4,HRE-2024-284,Ellis-Jackson Care Ops,Skilled Nursing,NNN,2022-12-15,2033-12-12,34.19,47022,1607647.83,4.34,0.028
HRE-2024-284-P5-T1,HRE-2024-284-P5,HRE-2024-284,"Moore, Norton and Cisneros Care Ops",Skilled Nursing,NNN,2023-03-29,2037-03-25,27.62,101688,2808278.26,3.63,0.028
HRE-2024-284-P6-T1,HRE-2024-284-P6,HRE-2024-284,Miller PLC Care Ops,Skilled Nursing,NNN,2023-03-25,2030-03-23,45.4,39380,1787939.13,5.63,0.028
HRE-2024-285-P1-T1,HRE-2024-285-P1,HRE-2024-285,"Wells, Ford and Smith Care Ops",Skilled Nursing,NNN,2023-05-18,2038-05-14,37.58,84724,3183869.57,5.52,0.028
HRE-2024-285-P2-T1,HRE-2024-285-P2,HRE-2024-285,Murphy PLC Care Ops,Skilled Nursing,NNN,2023-11-14,2038-11-10,35.33,93829,3315380.43,3.56,0.028
HRE-2024-285-P3-T1,HRE-2024-285-P3,HRE-2024-285,Mcintyre Inc Care Ops,Skilled Nursing,NNN,2024-11-22,2037-11-19,35.96,133810,4811600.0,3.32,0.028
HRE-2024-286-P1-T1,HRE-2024-286-P1,HRE-2024-286,Quinn-Gordon Senior Living,Senior Housing,Modified Gross,2025-04-26,2032-04-24,34.67,155133,5378800.0,1.63,0.033
HRE-2024-287-P1-T1,HRE-2024-287-P1,HRE-2024-287,"Nicholson, Chavez and Allen Practices",Medical Office,NNN,2025-05-04,2038-05-01,23.62,5727,135292.02,3.28,0.025
HRE-2024-287-P1-T2,HRE-2024-287-P1,HRE-2024-287,"Mullins, Steele and Russell Practices",Medical Office,NNN,2024-12-18,2037-12-15,23.96,9262,221882.12,3.26,0.025
HRE-2024-287-P1-T3,HRE-2024-287-P1,HRE-2024-287,Anderson LLC Practices,Medical Office,NNN,2024-08-14,2039-08-11,29.11,23017,669973.78,2.77,0.025
HRE-2024-287-P1-T4,HRE-2024-287-P1,HRE-2024-287,Holland Inc Practices,Medical Office,NNN,2025-09-05,2035-09-03,27.33,2354,64366.42,3.8,0.025
HRE-2024-287-P1-T5,HRE-2024-287-P1,HRE-2024-287,Castillo LLC Practices,Medical Office,NNN,2025-06-29,2043-06-25,27.55,1099,30281.91,3.17,0.025
HRE-2024-287-P1-T6,HRE-2024-287-P1,HRE-2024-287,Warner PLC Practices,Medical Office,NNN,2025-05-04,2035-05-02,27.91,1842,51424.8,2.79,0.025
HRE-2024-288-P1-T1,HRE-2024-288-P1,HRE-2024-288,Sawyer Group Practices,Medical Office,NNN,2024-05-27,2040-05-23,27.85,9173,255449.79,3.68,0.025
HRE-2024-288-P1-T2,HRE-2024-288-P1,HRE-2024-288,Clarke LLC Practices,Medical Office,NNN,2025-04-09,2042-04-05,23.02,12954,298225.04,2.0,0.025
HRE-2024-288-P1-T3,HRE-2024-288-P1,HRE-2024-288,"Marshall, Schultz and Dalton Practices",Medical Office,NNN,2024-07-08,2043-07-04,29.69,9526,282860.81,3.16,0.025
HRE-2024-288-P1-T4,HRE-2024-288-P1,HRE-2024-288,Cruz Ltd Practices,Medical Office,NNN,2024-09-12,2037-09-09,24.3,15607,379190.61,2.9,0.025
HRE-2024-288-P1-T5,HRE-2024-288-P1,HRE-2024-288,Schmidt-Phillips Practices,Medical Office,NNN,2024-06-02,2042-05-29,24.83,1766,43870.84,2.41,0.025
HRE-2024-288-P1-T6,HRE-2024-288-P1,HRE-2024-288,Wolfe-Salazar Practices,Medical Office,NNN,2023-10-19,2040-10-14,20.17,10524,212305.16,2.17,0.025
HRE-2024-288-P1-T7,HRE-2024-288-P1,HRE-2024-288,"Norton, French and Miller Practices",Medical Office,NNN,2023-11-02,2041-10-28,23.73,3925,93150.4,2.08,0.025
HRE-2024-289-P1-T1,HRE-2024-289-P1,HRE-2024-289,"Dougherty, Leonard and Barron Practices",Medical Office,NNN,2024-07-27,2038-07-24,20.59,14462,297771.49,2.24,0.028
HRE-2024-289-P1-T2,HRE-2024-289-P1,HRE-2024-289,Reyes Group Practices,Medical Office,NNN,2025-03-05,2034-03-03,27.41,12485,342159.98,2.81,0.028
HRE-2024-289-P1-T3,HRE-2024-289-P1,HRE-2024-289,"Williams, Richardson and Wong Practices",Medical Office,NNN,2025-04-06,2038-04-03,25.65,9504,243830.48,2.53,0.028
HRE-2024-289-P1-T4,HRE-2024-289-P1,HRE-2024-289,"Jones, Fletcher and Harris Practices",Medical Office,NNN,2023-11-28,2038-11-24,22.09,2019,44610.08,2.61,0.028
HRE-2024-289-P1-T5,HRE-2024-289-P1,HRE-2024-289,Allen-Wilson Practices,Medical Office,NNN,2024-05-17,2034-05-15,23.13,7776,179864.65,2.6,0.028
HRE-2024-289-P1-T6,HRE-2024-289-P1,HRE-2024-289,Mclaughlin-Goodwin Practices,Medical Office,NNN,2023-03-16,2038-03-12,24.83,38430,954215.95,3.71,0.028
HRE-2024-290-P1-T1,HRE-2024-290-P1,HRE-2024-290,Flores LLC Senior Living,Senior Housing,Modified Gross,2023-08-29,2034-08-26,29.65,79618,2360369.23,2.26,0.028
HRE-2024-291-P1-T1,HRE-2024-291-P1,HRE-2024-291,Reed-Tucker Senior Living,Senior Housing,Modified Gross,2024-12-22,2032-12-20,34.42,7249,249515.38,2.11,0.028
HRE-2024-291-P2-T1,HRE-2024-291-P2,HRE-2024-291,"Bryan, Lam and Hayes Senior Living",Senior Housing,Modified Gross,2023-12-14,2034-12-11,30.7,24833,762300.0,1.82,0.028
HRE-2024-291-P3-T1,HRE-2024-291-P3,HRE-2024-291,Lopez Group Senior Living,Senior Housing,Modified Gross,2023-02-05,2031-02-03,36.3,53901,1956469.23,1.48,0.028
HRE-2024-291-P4-T1,HRE-2024-291-P4,HRE-2024-291,Mullen-Jones Senior Living,Senior Housing,Modified Gross,2023-01-30,2034-01-27,36.06,38355,1383069.23,2.65,0.028
HRE-2024-291-P5-T1,HRE-2024-291-P5,HRE-2024-291,Crawford and Sons Senior Living,Senior Housing,Modified Gross,2024-10-05,2031-10-04,29.09,28205,820467.69,1.62,0.028
HRE-2024-291-P6-T1,HRE-2024-291-P6,HRE-2024-291,"Huynh, Wells and Fisher Senior Living",Senior Housing,Modified Gross,2023-03-02,2036-02-27,33.28,28425,946061.54,1.79,0.028
HRE-2024-292-P1-T1,HRE-2024-292-P1,HRE-2024-292,Wiggins and Sons Senior Living,Senior Housing,Modified Gross,2023-12-17,2036-12-13,36.64,42735,1565723.08,1.78,0.025
HRE-2024-293-P1-T1,HRE-2024-293-P1,HRE-2024-293,"Lucas, Nguyen and Watkins Senior Living",Senior Housing,Modified Gross,2026-09-23,2036-09-20,30.83,195078,6013892.31,1.9,0.033
HRE-2024-294-P1-T1,HRE-2024-294-P1,HRE-2024-294,Villanueva LLC Practices,Medical Office,NNN,2022-11-20,2031-11-18,28.98,11784,341472.17,3.78,0.028
HRE-2024-294-P1-T2,HRE-2024-294-P1,HRE-2024-294,Mccormick and Sons Practices,Medical Office,NNN,2022-09-01,2029-08-30,23.66,23534,556887.4,2.56,0.028
HRE-2024-294-P1-T3,HRE-2024-294-P1,HRE-2024-294,Watson-Roberts Practices,Medical Office,NNN,2024-05-07,2031-05-06,28.38,14220,403538.41,2.65,0.028
HRE-2024-294-P1-T4,HRE-2024-294-P1,HRE-2024-294,Hernandez LLC Practices,Medical Office,NNN,2022-06-27,2031-06-25,27.61,3180,87820.89,2.72,0.028
HRE-2024-294-P1-T5,HRE-2024-294-P1,HRE-2024-294,Huber-Montgomery Practices,Medical Office,NNN,2023-10-04,2030-10-02,21.73,8521,185141.5,2.66,0.028
HRE-2024-294-P1-T6,HRE-2024-294-P1,HRE-2024-294,Joseph LLC Practices,Medical Office,NNN,2024-01-17,2037-01-13,26.89,24016,645743.1,3.35,0.028
HRE-2024-294-P1-T7,HRE-2024-294-P1,HRE-2024-294,Mcpherson Ltd Practices,Medical Office,NNN,2023-08-29,2030-08-27,28.42,11986,340659.43,2.82,0.028
HRE-2024-294-P1-T8,HRE-2024-294-P1,HRE-2024-294,"Conway, Bauer and Martin Practices",Medical Office,NNN,2023-03-23,2035-03-20,23.51,500,2210.79,2.82,0.028
HRE-2024-295-P1-T1,HRE-2024-295-P1,HRE-2024-295,"Martinez, Green and Lopez Practices",Medical Office,NNN,2025-11-29,2035-11-27,18.36,3069,56347.37,1.83,0.033
HRE-2024-295-P1-T2,HRE-2024-295-P1,HRE-2024-295,"Mann, Wade and Spence Practices",Medical Office,NNN,2025-12-10,2031-12-09,23.93,89705,2146338.06,2.21,0.033
HRE-2024-295-P1-T3,HRE-2024-295-P1,HRE-2024-295,Watson PLC Practices,Medical Office,NNN,2026-05-07,2033-05-05,22.71,15616,354619.83,2.38,0.033
HRE-2024-296-P1-T1,HRE-2024-296-P1,HRE-2024-296,Sullivan Group BioTech,Life Science,NNN,2023-01-15,2032-01-13,51.22,1541,78932.68,6.21,0.03
HRE-2024-296-P1-T2,HRE-2024-296-P1,HRE-2024-296,Gould LLC BioTech,Life Science,NNN,2024-11-11,2032-11-09,45.22,2962,133976.8,4.12,0.03
HRE-2024-296-P2-T1,HRE-2024-296-P2,HRE-2024-296,"Cantrell, Rivera and Thornton BioTech",Life Science,NNN,2023-08-28,2026-08-27,49.89,1530,76341.36,6.82,0.03
HRE-2024-296-P2-T2,HRE-2024-296-P2,HRE-2024-296,Kemp-Montes BioTech,Life Science,NNN,2022-11-02,2031-10-31,53.42,789,42184.96,5.77,0.03
HRE-2024-296-P3-T1,HRE-2024-296-P3,HRE-2024-296,Morgan-Rodriguez BioTech,Life Science,NNN,2023-09-15,2025-09-14,77.24,2754,212772.63,8.48,0.03
HRE-2024-296-P4-T1,HRE-2024-296-P4,HRE-2024-296,"Pierce, Parker and Morales BioTech",Life Science,NNN,2024-07-09,2029-07-08,76.74,14149,1085781.76,9.7,0.03
HRE-2024-296-P4-T2,HRE-2024-296-P4,HRE-2024-296,Griffin Inc BioTech,Life Science,NNN,2024-08-19,2027-08-19,72.5,500,2942.45,7.37,0.03
HRE-2024-296-P5-T1,HRE-2024-296-P5,HRE-2024-296,Silva and Sons BioTech,Life Science,NNN,2024-08-29,2031-08-28,44.38,48164,2137738.41,4.12,0.03
HRE-2024-296-P5-T2,HRE-2024-296-P5,HRE-2024-296,Gonzalez-Miller BioTech,Life Science,NNN,2024-06-15,2030-06-14,60.59,16034,971587.91,7.75,0.03
HRE-2024-296-P6-T1,HRE-2024-296-P6,HRE-2024-296,"Foster, Henry and Morrison BioTech",Life Science,NNN,2023-08-03,2028-08-01,70.17,1909,133988.39,9.08,0.03
HRE-2024-296-P6-T2,HRE-2024-296-P6,HRE-2024-296,"Harding, Kerr and Ward BioTech",Life Science,NNN,2024-07-11,2028-07-10,71.84,500,8272.58,7.35,0.03
